type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-08 16:29:19,30.29891528,78.08008811,6,606.000,,7.370,94,23,36,,
T,2019-03-08 16:29:20,30.29891455,78.08015058,5,607.000,,6.740,87,27,36,,
T,2019-03-08 16:29:21,30.29892029,78.08021034,5,607.000,,6.240,82,26,35,,
T,2019-03-08 16:29:22,30.29893500,78.08027862,5,607.000,,6.320,80,27,36,,
T,2019-03-08 16:29:23,30.29894060,78.08034779,5,607.000,,6.430,80,27,36,,
T,2019-03-08 16:29:24,30.29895058,78.08041456,6,607.000,,6.460,79,27,36,,
T,2019-03-08 16:29:25,30.29899804,78.08052452,6,607.000,,7.960,74,27,36,,
T,2019-03-08 16:29:26,30.29901519,78.08060523,5,608.000,,7.900,75,26,36,,
T,2019-03-08 16:29:27,30.29904256,78.08069406,5,608.000,,8.190,75,26,36,,
T,2019-03-08 16:29:28,30.29906721,78.08080595,5,608.000,,9.190,79,27,36,,
T,2019-03-08 16:29:29,30.29906109,78.08089548,5,607.000,,8.860,83,28,36,,
T,2019-03-08 16:29:30,30.29906720,78.08096165,5,608.000,,8.220,83,28,36,,
T,2019-03-08 16:29:31,30.29907986,78.08104856,5,608.000,,8.010,83,28,36,,
T,2019-03-08 16:29:32,30.29909149,78.08113876,5,608.000,,8.840,81,28,36,,
T,2019-03-08 16:29:33,30.29909553,78.08123560,5,608.000,,9.640,85,28,36,,
T,2019-03-08 16:29:34,30.29910852,78.08134220,5,608.000,,10.230,83,28,35,,
T,2019-03-08 16:29:35,30.29912387,78.08144705,5,607.000,,10.580,80,28,35,,
T,2019-03-08 16:29:36,30.29914819,78.08155366,5,607.000,,10.690,75,28,35,,
T,2019-03-08 16:29:37,30.29918416,78.08165849,5,607.000,,10.690,71,28,35,,
T,2019-03-08 16:29:38,30.29922148,78.08175369,5,607.000,,10.150,67,28,35,,
T,2019-03-08 16:29:39,30.29925742,78.08185675,5,606.000,,10.460,68,28,35,,
T,2019-03-08 16:29:40,30.29929552,78.08195137,5,607.000,,10.260,68,26,35,,
T,2019-03-08 16:29:41,30.29932867,78.08204457,5,606.000,,9.660,68,27,35,,
T,2019-03-08 16:29:42,30.29935763,78.08214183,5,606.000,,9.660,70,26,35,,
T,2019-03-08 16:29:43,30.29937336,78.08222464,5,605.000,,9.340,68,16,19,,
T,2019-03-08 16:29:44,30.29939402,78.08231290,5,605.000,,9.660,67,12,18,,
T,2019-03-08 16:29:45,30.29943514,78.08240731,5,605.000,,10.010,65,12,18,,
T,2019-03-08 16:29:46,30.29947390,78.08250139,5,605.000,,10.010,65,12,18,,
T,2019-03-08 16:29:47,30.29951945,78.08258494,5,601.000,,9.840,64,13,18,,
T,2019-03-08 16:29:48,30.29956242,78.08267679,5,601.000,,9.800,65,11,16,,
T,2019-03-08 16:29:49,30.29958549,78.08277620,5,601.000,,9.750,73,14,18,,
T,2019-03-08 16:29:50,30.29960502,78.08287375,6,601.000,,8.470,80,11,16,,
T,2019-03-08 16:29:51,30.29961880,78.08296397,6,602.000,,7.980,85,12,19,,
T,2019-03-08 16:29:52,30.29961519,78.08305259,6,602.000,,8.040,92,11,16,,
T,2019-03-08 16:29:53,30.29961494,78.08313198,6,601.000,,8.520,94,13,18,,
T,2019-03-08 16:29:54,30.29960660,78.08323626,6,601.000,,9.460,94,14,18,,
T,2019-03-08 16:29:55,30.29960274,78.08333195,6,601.000,,10.060,94,14,18,,
T,2019-03-08 16:29:56,30.29959067,78.08344022,6,600.000,,10.720,95,11,18,,
T,2019-03-08 16:29:57,30.29957114,78.08356476,6,599.000,,11.350,95,10,16,,
T,2019-03-08 16:29:58,30.29956067,78.08368860,6,599.000,,11.950,94,13,18,,
T,2019-03-08 16:29:59,30.29954881,78.08381008,6,600.000,,12.540,94,13,18,,
T,2019-03-08 16:30:00,30.29954029,78.08394632,6,599.000,,13.210,95,11,16,,
T,2019-03-08 16:30:01,30.29953466,78.08408489,6,599.000,,13.730,95,12,19,,
T,2019-03-08 16:30:02,30.29952111,78.08422806,6,598.000,,14.050,96,12,18,,
T,2019-03-08 16:30:03,30.29951173,78.08437289,5,598.000,,14.140,95,14,19,,
T,2019-03-08 16:30:04,30.29949518,78.08451892,6,598.000,,14.650,95,9,14,,
T,2019-03-08 16:30:05,30.29947414,78.08467177,5,599.000,,14.800,98,13,18,,
T,2019-03-08 16:30:06,30.29945708,78.08482848,5,599.000,,14.200,96,9,14,,
T,2019-03-08 16:30:07,30.29944431,78.08497540,6,599.000,,14.200,96,9,14,,
T,2019-03-08 16:30:08,30.29943803,78.08511627,5,599.000,,13.590,94,8,14,,
T,2019-03-08 16:30:09,30.29944261,78.08524072,6,600.000,,12.570,93,12,19,,
T,2019-03-08 16:30:10,30.29946358,78.08537840,6,600.000,,12.410,87,10,16,,
T,2019-03-08 16:30:11,30.29946989,78.08550728,8,600.000,,12.410,87,10,16,,
T,2019-03-08 16:30:12,30.29948671,78.08562112,8,602.000,,12.080,85,12,19,,
T,2019-03-08 16:30:13,30.29950239,78.08574917,8,603.000,,11.930,85,10,17,,
T,2019-03-08 16:30:14,30.29950094,78.08585432,8,602.000,,11.580,85,12,18,,
T,2019-03-08 16:30:15,30.29948636,78.08598719,8,601.000,,11.650,84,12,18,,
T,2019-03-08 16:30:16,30.29949499,78.08611890,8,600.000,,11.710,84,12,17,,
T,2019-03-08 16:30:17,30.29950023,78.08622837,8,598.000,,11.240,85,12,17,,
T,2019-03-08 16:30:18,30.29950935,78.08633658,8,598.000,,10.600,84,13,18,,
T,2019-03-08 16:30:19,30.29951410,78.08643842,8,599.000,,9.970,84,13,18,,
T,2019-03-08 16:30:20,30.29952201,78.08654537,8,605.000,,9.580,84,13,18,,
T,2019-03-08 16:30:21,30.29952520,78.08663514,8,603.000,,9.130,84,13,18,,
T,2019-03-08 16:30:22,30.29953448,78.08672750,8,601.000,,8.360,84,12,18,,
T,2019-03-08 16:30:23,30.29953699,78.08680929,8,600.000,,7.430,82,12,19,,
T,2019-03-08 16:30:24,30.29954686,78.08688578,9,599.000,,7.430,82,12,19,,
T,2019-03-08 16:30:25,30.29956616,78.08695585,8,598.000,,6.890,69,12,17,,
T,2019-03-08 16:30:26,30.29959171,78.08702662,8,598.000,,7.360,64,9,16,,
T,2019-03-08 16:30:27,30.29962160,78.08709703,9,598.000,,7.490,61,11,19,,
T,2019-03-08 16:30:28,30.29966411,78.08717800,9,598.000,,8.810,58,11,19,,
T,2019-03-08 16:30:29,30.29970660,78.08725611,8,597.000,,9.420,58,8,16,,
T,2019-03-08 16:30:30,30.29975206,78.08733886,9,597.000,,9.420,58,8,16,,
T,2019-03-08 16:30:31,30.29979762,78.08742747,8,597.000,,10.460,58,7,18,,
T,2019-03-08 16:30:32,30.29985100,78.08752368,9,597.000,,10.640,59,10,17,,
T,2019-03-08 16:30:33,30.29990767,78.08762506,8,597.000,,10.550,57,10,17,,
T,2019-03-08 16:30:34,30.29995995,78.08771670,9,597.000,,10.550,57,10,17,,
T,2019-03-08 16:30:35,30.29998850,78.08780130,9,598.000,,10.890,63,11,18,,
T,2019-03-08 16:30:36,30.30002928,78.08789552,8,598.000,,10.590,64,11,18,,
T,2019-03-08 16:30:37,30.30007531,78.08798841,8,599.000,,10.590,68,10,16,,
T,2019-03-08 16:30:38,30.30011164,78.08809017,9,604.000,,10.580,68,10,16,,
T,2019-03-08 16:30:39,30.30015068,78.08819745,9,603.000,,11.110,67,10,16,,
T,2019-03-08 16:30:40,30.30019060,78.08832172,9,603.000,,11.480,70,13,33,,
T,2019-03-08 16:30:41,30.30023518,78.08844457,8,602.000,,12.180,71,14,33,,
T,2019-03-08 16:30:42,30.30027035,78.08857111,6,602.000,,12.760,72,15,33,,
T,2019-03-08 16:30:43,30.30030204,78.08869836,6,602.000,,12.800,73,17,33,,
T,2019-03-08 16:30:44,30.30036141,78.08883281,8,602.000,,13.520,68,17,33,,
T,2019-03-08 16:30:45,30.30037960,78.08891003,8,600.000,,11.120,71,17,33,,
T,2019-03-08 16:30:46,30.30041181,78.08911803,8,599.000,,14.520,76,17,33,,
T,2019-03-08 16:30:47,30.30044429,78.08927864,8,598.000,,15.340,78,19,33,,
T,2019-03-08 16:30:48,30.30049123,78.08950200,6,595.000,,15.860,78,19,32,,
T,2019-03-08 16:30:49,30.30052020,78.08965732,6,595.000,,14.940,78,21,33,,
T,2019-03-08 16:30:50,30.30056008,78.08980836,6,596.000,,14.360,76,21,33,,
T,2019-03-08 16:30:51,30.30060136,78.08996583,6,602.000,,14.190,76,21,33,,
T,2019-03-08 16:30:52,30.30063302,78.09011534,6,600.000,,14.590,76,22,33,,
T,2019-03-08 16:30:53,30.30066885,78.09026367,6,598.000,,14.530,76,21,33,,
T,2019-03-08 16:30:54,30.30070428,78.09039619,5,597.000,,13.790,75,21,33,,
T,2019-03-08 16:30:55,30.30073421,78.09051617,5,596.000,,12.560,75,22,32,,
T,2019-03-08 16:30:56,30.30076585,78.09064624,5,594.000,,12.700,74,22,33,,
